58980482.0 135.08 0
58980668.0 137.92 0
58980752.0 138.64 1
58980845.0 139.26 1
58981007.0 140.91 1
58981100.0 142.83 1
58981286.0 144.77 1
58981370.0 145.56 1
58981463.0 146.17 1
58981557.0 147.04 1
58981640.0 148.03 1
58981822.0 149.85 1
58981910.0 150.65 1
58982156.0 152.73 1
58982249.0 154.42 1
58982333.0 155.25 0
58982426.0 155.61 0
58982519.0 156.52 0
58982612.0 157.58 0
58982706.0 158.32 0
58982886.0 159.91 1
58983035.0 160.89 0
58983128.0 161.53 0
58983221.0 162.79 0
58983314.0 163.2 0
58983398.0 163.46 0
58983482.0 164.96 1
58983584.0 165.91 0
58983678.0 166.44 0
58983771.0 167.87 0
58983864.0 168.06 0
58984026.0 169.11 0
58984119.0 170.03 0
58984203.0 170.47 0
58984286.0 171.27 0
58984380.0 172.22 0
58984566.0 173.87 0
58984659.0 174.79 0
58984752.0 175.7 0
58985007.0 177.63 0
58985194.0 178.56 0
58985277.0 179.41 0
58985370.0 180.99 0
58985557.0 182.02 0
58985650.0 182.59 0
58985743.0 183.04 0
58985836.0 183.22 0
58985929.0 183.9 0
58986091.0 184.23 0
58986185.0 185.49 0
58986268.0 185.21 0
58986361.0 186.3 0
58986454.0 186.91 0
58986547.0 187.34 0
58986640.0 187.69 0
58986734.0 188.33 0
58986822.0 189.03 0
58986911.0 189.54 0
58987156.0 190.31 0
58987249.0 190.34 0
58987342.0 191.5 0
58987426.0 192.0 0
58987613.0 191.95 0
58987706.0 192.69 0
58987799.0 193.18 0
58987893.0 193.53 0
58988044.0 194.53 0
58988138.0 194.48 0
58988231.0 195.85 0
58988315.0 195.31 0
58988408.0 196.51 0
58988501.0 196.46 0
58988594.0 197.14 0
58988771.0 197.6 0
58988864.0 199.08 0
58989026.0 198.85 0
58989110.0 199.98 0
58989287.0 199.88 0
58989370.0 200.64 0
58989454.0 201.7 0
58989547.0 201.91 0
58989734.0 202.69 0
58989920.0 204.33 0
58990079.0 204.82 0
58990167.0 204.32 0
58990249.0 204.42 0
58990436.0 206.02 0
58990529.0 206.12 0
58990622.0 207.56 0
58990715.0 207.58 0
58990808.0 208.29 0
58990901.0 208.56 0
58991064.0 208.99 0
58991147.0 209.09 0
58991240.0 209.47 0
58991333.0 211.01 0
58991417.0 210.69 0
58991604.0 207.25 0
58991697.0 204.52 0
58991790.0 203.67 0
58991883.0 200.7 0
58992046.0 198.99 0
58992128.0 196.69 0
58992222.0 194.7 0
58992315.0 192.84 0
58992398.0 190.36 0
58992575.0 185.35 0
58992669.0 183.21 0
58992752.0 181.51 0
58992846.0 178.62 0
58993007.0 175.53 0
58993100.0 173.67 0
58993287.0 170.83 0
58993371.0 169.48 0
58993446.0 169.56 0
58993641.0 168.98 0
58993822.0 167.09 0
58993911.0 167.06 0
58994063.0 166.64 0
58994156.0 166.87 0
58994250.0 165.91 0
58994343.0 165.84 0
58994426.0 165.55 0
58994520.0 165.96 0
58994613.0 165.65 0
58994706.0 165.83 0
58994892.0 166.16 0
58995054.0 166.05 0
58995147.0 165.74 0
58995240.0 165.86 0
58995333.0 166.16 0
58995417.0 165.85 0
58995510.0 165.87 0
58995604.0 165.9 0
58995697.0 166.43 0
58995790.0 166.24 0
58995883.0 166.91 0
58996045.0 166.26 0
58996138.0 167.05 0
58996231.0 167.62 0
58996315.0 167.97 0
58996408.0 167.72 0
58996501.0 168.34 0
58996687.0 168.76 0
58996780.0 169.46 0
58996874.0 170.12 0
58997035.0 169.78 0
58997129.0 170.76 0
58997222.0 171.69 0
58997315.0 170.96 0
58997399.0 172.29 0
58997482.0 172.92 0
58997576.0 173.53 0
58997669.0 174.62 0
58997762.0 174.62 0
58997855.0 175.72 0
58998017.0 176.56 0
58998110.0 177.07 0
58998203.0 178.07 0
58998287.0 178.21 0
58998473.0 179.75 0
58998659.0 181.65 0
58998753.0 182.52 0
58998846.0 182.53 0
58999101.0 183.18 0
58999194.0 183.56 0
58999278.0 184.62 0
58999371.0 184.75 0
58999557.0 186.21 0
58999650.0 186.71 0
58999743.0 187.54 0
58999836.0 187.74 0
58999930.0 188.52 0
59000091.0 189.15 0
59000185.0 189.7 0
59000361.0 190.78 0
59000455.0 191.07 0
59000548.0 191.63 0
59000641.0 193.14 0
59000734.0 193.7 0
59000822.0 193.67 0
59000911.0 194.21 0
59001147.0 194.28 0
59001240.0 193.32 0
59001324.0 193.17 0
59001418.0 191.81 0
59001511.0 191.47 0
59001604.0 191.28 0
59001688.0 189.85 0
59001781.0 189.52 0
59001874.0 190.09 0
59002036.0 189.26 0
59002129.0 188.51 0
59002222.0 188.17 0
59002315.0 186.95 0
59002399.0 185.54 0
59002492.0 185.23 0
59002585.0 185.49 0
59002679.0 185.18 0
59002771.0 185.29 0
59002865.0 185.02 0
59003026.0 184.93 0
59003120.0 184.29 0
59003213.0 184.36 0
59003298.0 184.69 0
59003483.0 184.87 0
59003669.0 185.23 0
59003762.0 185.54 0
59004017.0 186.62 0
59004110.0 187.09 0
59004204.0 186.95 0
59004288.0 187.4 0
59004380.0 187.94 0
59004474.0 188.58 0
59004567.0 188.37 0
59004660.0 189.16 0
59004753.0 189.6 0
59005008.0 189.46 0
59005195.0 191.53 0
59005278.0 190.66 0
59005371.0 191.22 0
59005464.0 192.58 0
59005558.0 192.7 0
59005651.0 192.57 0
59005744.0 192.7 0
59005837.0 193.41 0
59005930.0 193.28 0
59006176.0 193.67 0
59006269.0 195.33 0
59006455.0 195.3 0
59006548.0 196.09 0
