timestamp,value,anomaly_score,raw_score,label
2018-05-27 16:23:00.699,148.36,0.0301029996659,1.0,0
2018-05-27 16:23:00.787,149.33,0.0301029996659,1.0,0
2018-05-27 16:23:00.871,149.97,1.0,1.0,0
2018-05-27 16:23:01.032,150.79,1.0,0.125,0
2018-05-27 16:23:01.116,151.92,1.0,0.0,0
2018-05-27 16:23:01.209,152.68,1.0,0.10000000149,0
2018-05-27 16:23:01.396,154.98,1.0,0.15000000596,0
2018-05-27 16:23:01.489,155.66,1.0,0.10000000149,0
2018-05-27 16:23:01.573,156.26,1.0,0.0,0
2018-05-27 16:23:01.666,157.35,1.0,0.15000000596,0
2018-05-27 16:23:01.852,159.32,1.0,0.15000000596,0
2018-05-27 16:23:02.098,160.17,1.0,0.0500000007451,0
2018-05-27 16:23:02.284,161.78,1.0,0.0500000007451,0
2018-05-27 16:23:02.377,163.14,1.0,0.0250000003725,0
2018-05-27 16:23:02.461,163.65,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:02.554,164.15,0.0301029996659,0.10000000149,0
2018-05-27 16:23:02.740,166.06,1.0,0.0750000029802,0
2018-05-27 16:23:02.834,167.01,1.0,0.0750000029802,0
2018-05-27 16:23:02.927,168.31,1.0,0.0500000007451,0
2018-05-27 16:23:03.172,169.35,1.0,0.0500000007451,0
2018-05-27 16:23:03.442,171.48,1.0,0.10000000149,0
2018-05-27 16:23:03.535,172.87,1.0,0.15000000596,0
2018-05-27 16:23:03.629,173.72,0.0301029996659,0.10000000149,0
2018-05-27 16:23:03.722,174.47,0.0301029996659,0.10000000149,0
2018-05-27 16:23:03.815,174.51,0.0301029996659,0.0,0
2018-05-27 16:23:03.908,176.13,1.0,0.0250000003725,0
2018-05-27 16:23:04.070,177.28,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:04.163,178.72,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:04.340,179.61,0.0301029996659,0.17499999702,0
2018-05-27 16:23:04.424,180.45,0.0301029996659,0.0250000003725,0
