timestamp,value
2018-05-27 16:23:00.541,142.940
2018-05-27 16:23:00.620,143.760
2018-05-27 16:23:00.718,145.320
2018-05-27 16:23:00.811,146.280
2018-05-27 16:23:00.905,147.940
2018-05-27 16:23:01.066,148.740
2018-05-27 16:23:01.248,150.740
2018-05-27 16:23:01.420,151.780
2018-05-27 16:23:01.513,152.800
2018-05-27 16:23:01.607,153.870
2018-05-27 16:23:01.690,154.690
2018-05-27 16:23:01.784,155.640
2018-05-27 16:23:01.877,156.880
2018-05-27 16:23:02.039,157.520
2018-05-27 16:23:02.132,158.130
2018-05-27 16:23:02.215,158.650
2018-05-27 16:23:02.309,159.780
2018-05-27 16:23:02.392,161.070
2018-05-27 16:23:02.476,161.630
2018-05-27 16:23:02.561,162.180
2018-05-27 16:23:02.653,163.240
2018-05-27 16:23:02.839,164.830
2018-05-27 16:23:03.001,166.050
2018-05-27 16:23:03.188,167.820
2018-05-27 16:23:03.281,168.380
2018-05-27 16:23:03.365,169.290
2018-05-27 16:23:03.458,170.130
2018-05-27 16:23:03.551,170.770
2018-05-27 16:23:03.644,172.350
2018-05-27 16:23:03.728,172.870
2018-05-27 16:23:03.821,173.900
2018-05-27 16:23:03.914,174.640
2018-05-27 16:23:04.163,176.810
2018-05-27 16:23:04.253,177.040
2018-05-27 16:23:04.439,177.970
2018-05-27 16:23:04.532,179.210
2018-05-27 16:23:04.625,179.890
2018-05-27 16:23:04.709,180.490
2018-05-27 16:23:04.821,181.640
2018-05-27 16:23:04.914,182.380
2018-05-27 16:23:05.076,183.300
2018-05-27 16:23:05.169,184.180
2018-05-27 16:23:05.262,184.490
2018-05-27 16:23:05.355,185.010
2018-05-27 16:23:05.448,185.710
2018-05-27 16:23:05.542,186.570
2018-05-27 16:23:05.625,187.430
2018-05-27 16:23:05.812,188.960
2018-05-27 16:23:05.905,189.680
2018-05-27 16:23:06.067,189.620
2018-05-27 16:23:06.160,190.850
2018-05-27 16:23:06.337,191.530
2018-05-27 16:23:06.514,193.090
2018-05-27 16:23:06.597,193.390
2018-05-27 16:23:06.691,194.700
2018-05-27 16:23:06.784,194.100
2018-05-27 16:23:06.877,194.740
2018-05-27 16:23:07.039,195.330
2018-05-27 16:23:07.132,196.080
2018-05-27 16:23:07.225,197.010
2018-05-27 16:23:07.318,197.320
2018-05-27 16:23:07.504,198.080
2018-05-27 16:23:07.588,198.240
2018-05-27 16:23:07.681,199.320
2018-05-27 16:23:07.765,199.300
2018-05-27 16:23:08.020,200.140
2018-05-27 16:23:08.113,200.450
2018-05-27 16:23:08.206,201.250
2018-05-27 16:23:08.290,202.200
2018-05-27 16:23:08.383,202.350
2018-05-27 16:23:08.476,202.630
2018-05-27 16:23:08.663,203.970
2018-05-27 16:23:08.746,204.430
2018-05-27 16:23:09.001,205.350
2018-05-27 16:23:09.095,205.680
2018-05-27 16:23:09.282,207.020
2018-05-27 16:23:09.365,207.290
2018-05-27 16:23:09.458,207.810
