timestamp,value
2018-05-27 16:23:00.680,157.200
2018-05-27 16:23:00.773,160.290
2018-05-27 16:23:00.866,159.900
2018-05-27 16:23:01.028,160.020
2018-05-27 16:23:01.121,161.460
2018-05-27 16:23:01.214,162.070
2018-05-27 16:23:01.308,163.650
2018-05-27 16:23:01.401,164.850
2018-05-27 16:23:01.494,164.860
2018-05-27 16:23:01.671,168.450
2018-05-27 16:23:01.857,168.320
2018-05-27 16:23:02.019,169.880
2018-05-27 16:23:02.103,169.520
2018-05-27 16:23:02.196,172.030
2018-05-27 16:23:02.382,171.970
2018-05-27 16:23:02.559,175.190
2018-05-27 16:23:02.745,177.600
2018-05-27 16:23:02.839,178.640
2018-05-27 16:23:03.094,179.740
2018-05-27 16:23:03.187,179.010
2018-05-27 16:23:03.280,177.810
2018-05-27 16:23:03.373,179.500
2018-05-27 16:23:03.466,181.540
2018-05-27 16:23:03.550,180.960
2018-05-27 16:23:03.643,182.090
2018-05-27 16:23:03.736,182.310
2018-05-27 16:23:03.829,183.930
2018-05-27 16:23:03.922,182.840
2018-05-27 16:23:04.084,183.000
2018-05-27 16:23:04.172,185.010
2018-05-27 16:23:04.345,185.010
2018-05-27 16:23:04.531,185.500
2018-05-27 16:23:04.624,187.320
2018-05-27 16:23:04.718,188.480
2018-05-27 16:23:04.904,188.770
2018-05-27 16:23:05.066,190.400
2018-05-27 16:23:05.252,190.200
2018-05-27 16:23:05.345,191.410
2018-05-27 16:23:05.522,193.090
2018-05-27 16:23:05.615,192.550
2018-05-27 16:23:05.792,193.180
2018-05-27 16:23:05.876,193.670
2018-05-27 16:23:06.131,195.020
2018-05-27 16:23:06.224,195.300
2018-05-27 16:23:06.308,196.030
2018-05-27 16:23:06.401,194.080
2018-05-27 16:23:06.494,194.890
2018-05-27 16:23:06.671,194.500
2018-05-27 16:23:06.764,196.670
2018-05-27 16:23:07.020,195.360
2018-05-27 16:23:07.196,193.300
2018-05-27 16:23:07.289,192.700
2018-05-27 16:23:07.382,192.450
2018-05-27 16:23:07.475,192.290
2018-05-27 16:23:07.652,193.430
2018-05-27 16:23:07.839,192.760
2018-05-27 16:23:08.000,191.300
2018-05-27 16:23:08.084,193.370
2018-05-27 16:23:08.172,190.570
2018-05-27 16:23:08.261,192.600
2018-05-27 16:23:08.438,193.610
2018-05-27 16:23:08.615,192.990
2018-05-27 16:23:08.699,193.070
2018-05-27 16:23:08.792,194.260
2018-05-27 16:23:09.038,194.710
2018-05-27 16:23:09.131,193.900
2018-05-27 16:23:09.317,194.810
2018-05-27 16:23:09.494,193.730
2018-05-27 16:23:09.578,194.710
2018-05-27 16:23:09.764,192.400
2018-05-27 16:23:10.020,193.950
2018-05-27 16:23:10.299,194.840
2018-05-27 16:23:10.382,194.910
2018-05-27 16:23:10.652,194.880
2018-05-27 16:23:10.746,194.640
2018-05-27 16:23:10.839,194.430
2018-05-27 16:23:11.001,194.620
2018-05-27 16:23:11.094,194.460
2018-05-27 16:23:11.271,194.820
2018-05-27 16:23:11.364,195.720
2018-05-27 16:23:11.457,195.030
2018-05-27 16:23:11.634,194.770
2018-05-27 16:23:11.718,195.450
2018-05-27 16:23:11.811,198.090
2018-05-27 16:23:11.904,196.570
2018-05-27 16:23:12.056,196.570
2018-05-27 16:23:12.150,198.420
2018-05-27 16:23:12.336,198.560
2018-05-27 16:23:12.429,198.660
2018-05-27 16:23:12.522,199.620
2018-05-27 16:23:12.615,199.820
2018-05-27 16:23:12.708,201.130
