timestamp,value
2018-05-27 16:23:00.558,151.690
2018-05-27 16:23:00.651,152.900
2018-05-27 16:23:00.735,153.780
2018-05-27 16:23:00.828,154.840
2018-05-27 16:23:00.921,155.520
2018-05-27 16:23:01.083,156.090
2018-05-27 16:23:01.176,156.990
2018-05-27 16:23:01.269,157.510
2018-05-27 16:23:01.362,158.690
2018-05-27 16:23:01.455,159.620
2018-05-27 16:23:01.549,160.470
2018-05-27 16:23:01.642,161.360
2018-05-27 16:23:01.726,161.050
2018-05-27 16:23:01.819,162.480
2018-05-27 16:23:01.912,163.340
2018-05-27 16:23:02.074,164.560
2018-05-27 16:23:02.167,165.300
2018-05-27 16:23:02.260,166.380
2018-05-27 16:23:02.446,168.000
2018-05-27 16:23:02.539,168.670
2018-05-27 16:23:02.632,169.480
2018-05-27 16:23:02.716,170.480
2018-05-27 16:23:02.809,171.160
2018-05-27 16:23:02.902,172.350
2018-05-27 16:23:03.064,173.340
2018-05-27 16:23:03.251,174.170
2018-05-27 16:23:03.339,175.500
2018-05-27 16:23:03.428,176.190
2018-05-27 16:23:03.512,177.750
2018-05-27 16:23:03.604,178.590
2018-05-27 16:23:03.688,178.060
2018-05-27 16:23:03.782,179.090
2018-05-27 16:23:04.223,183.230
2018-05-27 16:23:04.317,183.740
2018-05-27 16:23:04.493,184.440
2018-05-27 16:23:04.587,185.020
2018-05-27 16:23:04.670,185.670
2018-05-27 16:23:05.018,187.400
2018-05-27 16:23:05.390,187.980
2018-05-27 16:23:05.483,188.710
2018-05-27 16:23:05.577,189.310
2018-05-27 16:23:05.670,190.360
2018-05-27 16:23:05.763,190.440
2018-05-27 16:23:05.856,190.550
2018-05-27 16:23:06.018,191.920
2018-05-27 16:23:06.204,191.810
2018-05-27 16:23:06.297,191.730
2018-05-27 16:23:06.381,193.520
2018-05-27 16:23:06.660,194.580
2018-05-27 16:23:06.754,195.120
2018-05-27 16:23:06.837,195.350
2018-05-27 16:23:06.930,195.870
2018-05-27 16:23:07.092,196.570
2018-05-27 16:23:07.269,197.780
2018-05-27 16:23:07.362,197.180
2018-05-27 16:23:07.456,197.890
2018-05-27 16:23:07.549,197.340
2018-05-27 16:23:07.642,198.180
2018-05-27 16:23:07.726,198.750
2018-05-27 16:23:07.819,198.250
2018-05-27 16:23:07.912,198.560
2018-05-27 16:23:08.074,198.110
2018-05-27 16:23:08.158,198.160
2018-05-27 16:23:08.251,198.160
2018-05-27 16:23:08.428,197.610
2018-05-27 16:23:08.512,197.220
2018-05-27 16:23:08.601,196.860
2018-05-27 16:23:08.679,196.730
2018-05-27 16:23:08.772,196.300
2018-05-27 16:23:09.027,193.980
2018-05-27 16:23:09.120,192.920
2018-05-27 16:23:09.214,192.270
2018-05-27 16:23:09.586,188.690
2018-05-27 16:23:09.670,188.000
2018-05-27 16:23:09.763,187.560
2018-05-27 16:23:09.856,186.690
2018-05-27 16:23:10.018,186.180
2018-05-27 16:23:10.111,186.400
2018-05-27 16:23:10.204,185.600
2018-05-27 16:23:10.391,182.410
2018-05-27 16:23:10.484,180.670
2018-05-27 16:23:10.577,179.470
2018-05-27 16:23:10.661,178.580
2018-05-27 16:23:10.931,174.150
2018-05-27 16:23:11.092,172.570
2018-05-27 16:23:11.186,172.470
2018-05-27 16:23:11.279,171.210
2018-05-27 16:23:11.372,171.380
2018-05-27 16:23:11.465,170.650
2018-05-27 16:23:11.651,171.060
2018-05-27 16:23:11.744,171.240
2018-05-27 16:23:11.921,173.150
2018-05-27 16:23:12.083,172.910
2018-05-27 16:23:12.176,172.370
2018-05-27 16:23:12.269,173.540
2018-05-27 16:23:12.363,174.630
2018-05-27 16:23:12.456,174.750
2018-05-27 16:23:12.549,175.330
2018-05-27 16:23:12.642,176.150
2018-05-27 16:23:12.726,176.190
2018-05-27 16:23:12.819,176.690
2018-05-27 16:23:12.912,176.490
2018-05-27 16:23:13.074,177.270
2018-05-27 16:23:13.167,177.120
2018-05-27 16:23:13.260,178.680
2018-05-27 16:23:13.354,178.990
2018-05-27 16:23:13.437,179.760
2018-05-27 16:23:13.530,179.980
2018-05-27 16:23:13.623,180.400
2018-05-27 16:23:13.716,181.240
2018-05-27 16:23:13.800,180.400
2018-05-27 16:23:13.884,181.710
2018-05-27 16:23:14.047,181.520
2018-05-27 16:23:14.130,181.560
2018-05-27 16:23:14.214,182.560
2018-05-27 16:23:14.307,182.740
2018-05-27 16:23:14.400,183.520
2018-05-27 16:23:14.586,183.720
2018-05-27 16:23:14.763,184.250
2018-05-27 16:23:15.102,185.060
2018-05-27 16:23:15.195,185.030
2018-05-27 16:23:15.288,185.520
2018-05-27 16:23:15.382,185.800
2018-05-27 16:23:15.475,186.120
2018-05-27 16:23:15.568,186.580
2018-05-27 16:23:15.661,187.230
2018-05-27 16:23:15.754,188.000
2018-05-27 16:23:15.838,188.040
2018-05-27 16:23:15.931,187.700
2018-05-27 16:23:16.093,189.020
2018-05-27 16:23:16.186,189.300
2018-05-27 16:23:16.279,189.280
2018-05-27 16:23:16.372,189.290
2018-05-27 16:23:16.465,191.000
2018-05-27 16:23:16.558,191.360
2018-05-27 16:23:16.651,190.780
2018-05-27 16:23:16.735,192.160
2018-05-27 16:23:16.829,192.870
2018-05-27 16:23:16.921,192.310
2018-05-27 16:23:17.083,192.520
2018-05-27 16:23:17.176,192.090
2018-05-27 16:23:17.270,191.140
2018-05-27 16:23:17.363,191.260
2018-05-27 16:23:17.456,189.910
2018-05-27 16:23:17.549,189.110
2018-05-27 16:23:17.642,188.550
2018-05-27 16:23:17.726,187.850
2018-05-27 16:23:17.819,187.330
2018-05-27 16:23:17.912,186.680
2018-05-27 16:23:18.074,185.960
2018-05-27 16:23:18.167,185.190
2018-05-27 16:23:18.353,183.500
2018-05-27 16:23:18.447,182.520
2018-05-27 16:23:18.540,182.660
2018-05-27 16:23:18.717,180.510
2018-05-27 16:23:18.903,181.460
2018-05-27 16:23:19.065,181.810
2018-05-27 16:23:19.158,181.700
2018-05-27 16:23:19.251,182.250
2018-05-27 16:23:19.339,181.490
2018-05-27 16:23:19.428,182.970
2018-05-27 16:23:19.512,183.420
2018-05-27 16:23:19.596,182.660
2018-05-27 16:23:19.689,182.640
2018-05-27 16:23:19.782,182.850
2018-05-27 16:23:19.875,184.360
2018-05-27 16:23:20.037,184.560
2018-05-27 16:23:20.130,185.040
2018-05-27 16:23:20.316,186.080
2018-05-27 16:23:20.409,185.740
2018-05-27 16:23:20.596,186.590
2018-05-27 16:23:20.680,186.630
2018-05-27 16:23:20.773,187.180
2018-05-27 16:23:20.866,187.190
2018-05-27 16:23:21.028,187.780
2018-05-27 16:23:21.214,188.040
