timestamp,value,anomaly_score,raw_score,label
2018-05-27 16:23:00.541,142.69,0.0301029996659,1.0,0
2018-05-27 16:23:00.727,144.69,0.0301029996659,1.0,0
2018-05-27 16:23:00.820,145.82,1.0,1.0,0
2018-05-27 16:23:00.914,147.25,1.0,0.15000000596,0
2018-05-27 16:23:01.169,149.37,1.0,0.20000000298,0
2018-05-27 16:23:01.262,147.42,0.0301029996659,0.0,0
2018-05-27 16:23:01.355,147.25,0.0301029996659,0.0,0
2018-05-27 16:23:01.448,152.91,1.0,0.125,0
2018-05-27 16:23:01.541,152.01,0.0301029996659,0.125,0
2018-05-27 16:23:01.634,152.43,0.0301029996659,0.0,0
2018-05-27 16:23:01.727,153.58,1.0,0.0,0
2018-05-27 16:23:01.821,154.89,1.0,0.0500000007451,0
2018-05-27 16:23:01.914,155.65,1.0,0.0500000007451,0
2018-05-27 16:23:02.076,155.99,0.0301029996659,0.0,0
2018-05-27 16:23:02.169,157.05,1.0,0.0250000003725,0
2018-05-27 16:23:02.262,158.17,1.0,0.0750000029802,0
2018-05-27 16:23:02.355,159.32,1.0,0.0750000029802,0
2018-05-27 16:23:02.541,160.96,1.0,0.0500000007451,0
2018-05-27 16:23:02.634,161.16,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:02.728,161.99,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:02.821,163.24,1.0,0.20000000298,0
2018-05-27 16:23:02.914,164.27,1.0,0.0,0
2018-05-27 16:23:03.076,164.44,0.0301029996659,0.0500000007451,0
2018-05-27 16:23:03.169,165.26,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:03.262,166.07,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:03.355,167.32,1.0,0.125,0
2018-05-27 16:23:03.448,167.65,0.0301029996659,0.125,0
2018-05-27 16:23:03.541,168.98,1.0,0.125,0
2018-05-27 16:23:03.634,169.3,0.0301029996659,0.125,0
2018-05-27 16:23:03.728,170.63,0.0301029996659,0.0,0
2018-05-27 16:23:03.821,170.75,0.0301029996659,0.125,0
2018-05-27 16:23:03.914,172.19,1.0,0.0500000007451,0
2018-05-27 16:23:04.076,172.6,0.0301029996659,0.0500000007451,0
2018-05-27 16:23:04.169,173.4,0.0301029996659,0.0500000007451,0
2018-05-27 16:23:04.448,176.18,1.0,0.0250000003725,0
2018-05-27 16:23:04.541,176.44,0.0301029996659,0.0500000007451,0
2018-05-27 16:23:04.635,177.62,0.0301029996659,0.0500000007451,0
2018-05-27 16:23:04.821,178.87,0.0301029996659,0.0500000007451,0
2018-05-27 16:23:04.914,179.73,0.0301029996659,0.0500000007451,0
2018-05-27 16:23:05.076,180.89,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:05.169,181.74,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:05.262,182.42,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:05.355,183.67,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:05.449,184.48,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:05.542,185.18,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:05.636,185.87,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:05.728,186.16,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:05.821,187.17,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:05.914,187.95,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:06.076,188.81,0.0301029996659,0.0750000029802,0
2018-05-27 16:23:06.169,189.26,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:06.262,189.81,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:06.356,190.67,0.0301029996659,0.0250000003725,0
2018-05-27 16:23:06.449,191.86,0.0301029996659,0.0250000003725,0
