58980614.0 141.17 0
58980702.0 141.99 0
58980791.0 143.48 1
58980876.0 144.85 1
58981120.0 146.04 1
58981214.0 146.52 1
58981400.0 148.91 1
58981493.0 149.43 1
58981586.0 149.86 1
58981772.0 152.81 1
58981866.0 153.51 1
58982018.0 153.68 0
58982111.0 154.71 1
58982297.0 157.69 1
58982484.0 159.19 1
58982577.0 159.47 0
58982670.0 159.81 0
58982763.0 161.7 1
58982856.0 162.34 0
58983018.0 163.17 0
58983195.0 164.79 1
58983381.0 166.69 1
58983474.0 166.76 0
58983567.0 168.97 1
58983754.0 170.04 0
58983838.0 171.33 0
58983921.0 171.58 0
58984083.0 173.04 0
58984176.0 172.04 0
58984270.0 174.18 0
58984363.0 174.33 0
58984446.0 176.08 1
58984633.0 176.02 0
58984726.0 177.16 0
58984819.0 177.96 0
58984912.0 179.2 0
58985074.0 179.62 0
58985158.0 181.29 0
58985335.0 183.49 1
58985428.0 183.9 0
58985614.0 184.34 0
58985702.0 187.36 1
58985791.0 186.56 0
58985875.0 187.8 0
58986037.0 187.53 0
58986120.0 188.4 0
58986214.0 190.24 0
58986307.0 189.27 0
58986400.0 190.31 0
58986493.0 191.9 0
58986586.0 191.47 0
58986679.0 191.53 0
58986772.0 194.01 0
58986865.0 194.07 0
58987027.0 193.7 0
58987111.0 194.35 0
58987297.0 196.34 0
58987390.0 196.16 0
58987484.0 196.4 0
58987660.0 197.61 0
58987754.0 198.96 0
58987847.0 198.64 0
58988092.0 200.66 0
58988176.0 200.54 0
58988269.0 201.39 0
58988362.0 201.07 0
58988456.0 202.14 0
58988549.0 203.29 0
58988642.0 205.3 0
58988735.0 203.87 0
58988819.0 204.59 0
58988912.0 204.66 0
58989158.0 203.4 0
58989330.0 204.07 0
58989419.0 202.06 0
58989502.0 203.39 0
58989595.0 202.48 0
58989688.0 201.49 0
58989782.0 202.48 0
58989875.0 201.37 0
58990036.0 201.38 0
58990120.0 201.68 0
58990214.0 200.23 0
58990297.0 202.33 0
58990390.0 201.37 0
58990577.0 202.6 0
58990670.0 203.16 0
58990763.0 203.78 0
58991102.0 204.96 0
58991288.0 208.08 0
58991474.0 204.6 0
58991567.0 204.0 0
58991660.0 202.71 0
58991754.0 201.55 0
58991847.0 201.5 0
58991931.0 200.34 0
58992092.0 198.3 0
58992185.0 195.71 0
58992279.0 193.9 0
58992372.0 190.57 0
58992465.0 190.49 0
58992558.0 186.49 0
58992651.0 186.72 0
58992744.0 184.82 0
58992838.0 181.62 0
58992921.0 181.79 0
58993167.0 175.87 0
58993260.0 173.78 0
58993446.0 170.65 0
58993539.0 170.46 0
58993726.0 170.84 0
58993903.0 166.91 0
58994055.0 167.12 0
58994148.0 165.48 0
58994241.0 164.36 0
58994334.0 165.12 0
58994428.0 163.94 0
