timestamp,value
2018-05-27 16:23:00.589,157.570
2018-05-27 16:23:00.683,158.100
2018-05-27 16:23:00.776,159.050
2018-05-27 16:23:01.021,160.180
2018-05-27 16:23:01.114,160.830
2018-05-27 16:23:01.207,161.720
2018-05-27 16:23:01.300,162.230
2018-05-27 16:23:01.394,163.160
2018-05-27 16:23:01.487,163.620
2018-05-27 16:23:01.571,164.620
2018-05-27 16:23:01.664,165.250
2018-05-27 16:23:01.757,166.160
2018-05-27 16:23:01.841,166.690
2018-05-27 16:23:02.002,167.790
2018-05-27 16:23:02.096,168.180
2018-05-27 16:23:02.184,169.090
2018-05-27 16:23:02.273,169.530
2018-05-27 16:23:02.356,170.170
2018-05-27 16:23:02.449,170.840
2018-05-27 16:23:02.533,172.070
2018-05-27 16:23:02.626,172.860
2018-05-27 16:23:02.720,173.370
2018-05-27 16:23:02.813,173.890
2018-05-27 16:23:02.906,174.990
2018-05-27 16:23:03.068,175.620
2018-05-27 16:23:03.347,177.410
2018-05-27 16:23:03.440,178.380
2018-05-27 16:23:03.524,178.860
2018-05-27 16:23:03.617,179.790
2018-05-27 16:23:03.794,181.100
2018-05-27 16:23:03.887,181.650
2018-05-27 16:23:04.142,182.350
2018-05-27 16:23:04.328,183.610
2018-05-27 16:23:04.422,184.180
2018-05-27 16:23:04.505,185.160
2018-05-27 16:23:04.598,185.310
2018-05-27 16:23:05.300,187.880
2018-05-27 16:23:05.394,187.870
2018-05-27 16:23:05.487,188.280
2018-05-27 16:23:05.580,188.360
2018-05-27 16:23:05.673,188.810
2018-05-27 16:23:05.859,189.580
2018-05-27 16:23:06.021,189.770
2018-05-27 16:23:06.114,190.220
2018-05-27 16:23:06.300,191.370
2018-05-27 16:23:06.394,191.430
2018-05-27 16:23:06.487,191.740
2018-05-27 16:23:06.571,191.910
2018-05-27 16:23:06.664,192.010
2018-05-27 16:23:06.757,192.510
2018-05-27 16:23:06.850,193.250
2018-05-27 16:23:07.012,193.720
2018-05-27 16:23:07.105,193.860
2018-05-27 16:23:07.198,193.820
2018-05-27 16:23:07.385,194.910
2018-05-27 16:23:07.478,195.390
2018-05-27 16:23:07.561,195.370
2018-05-27 16:23:07.655,195.650
2018-05-27 16:23:07.748,196.420
2018-05-27 16:23:07.841,196.730
2018-05-27 16:23:08.002,196.430
2018-05-27 16:23:08.096,196.630
2018-05-27 16:23:08.184,197.810
2018-05-27 16:23:08.273,197.930
2018-05-27 16:23:08.356,198.060
2018-05-27 16:23:08.533,198.770
2018-05-27 16:23:09.347,200.910
2018-05-27 16:23:09.524,201.430
2018-05-27 16:23:09.617,201.720
2018-05-27 16:23:09.701,202.620
2018-05-27 16:23:09.794,202.440
2018-05-27 16:23:09.887,202.500
2018-05-27 16:23:10.049,203.090
2018-05-27 16:23:10.142,203.070
2018-05-27 16:23:10.505,204.740
2018-05-27 16:23:11.207,205.320
2018-05-27 16:23:11.300,205.190
2018-05-27 16:23:11.394,205.680
2018-05-27 16:23:11.487,205.990
2018-05-27 16:23:11.580,205.500
2018-05-27 16:23:11.650,205.810
2018-05-27 16:23:11.757,205.950
2018-05-27 16:23:11.850,206.730
2018-05-27 16:23:12.012,206.440
